the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.74680172912694 30.280650970673303),4491,23206,1600 WEST AVE,Albizia julibrissin,"Mimosa, Silk Tree",13,23,Poor,ROW,,3112944.18753,10075299.599
POINT (-97.746804914818 30.2807322150062),4492,23207,1600 WEST AVE,Quercus shumardii,Shumard Oak,19,38,Good,ROW,,3112942.49528,10075329.1153
POINT (-97.74673349160713 30.280815925538576),4493,23208,1600 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112964.32595,10075360.0759
POINT (-97.74669602889803 30.281048642965025),4494,23209,800 W 17TH ST,Quercus shumardii,Shumard Oak,8,23,Good,ROW,,3112974.17993,10075444.9648
POINT (-97.74660388820986 30.281186338319955),4495,23210,1700 WEST AVE,Quercus virginiana,Southern Live Oak,25,38,Good,ROW,,3113002.09162,10075495.7059
POINT (-97.74650871587383 30.281430944083628),4496,23211,1700 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113030.0558,10075585.3408
POINT (-97.74648060184636 30.281501588450848),4497,23212,1700 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113038.33006,10075611.2329
POINT (-97.74644569514395 30.28160592086248),4498,23213,1700 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113048.46292,10075649.4234
POINT (-97.7464593497248 30.281702546706214),4499,23214,1700 WEST AVE,Melia azedarach,Chinaberry,19,23,Fair,ROW,,3113043.33694,10075684.4555
POINT (-97.74632768279122 30.281922967424293),4500,23215,1800 WEST AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113083.02157,10075765.5649
POINT (-97.74629663771617 30.282001870372486),4501,23216,1800 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113092.15082,10075794.4812
POINT (-97.74625187363898 30.282128302408566),4502,23217,1800 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113105.20723,10075840.7793
POINT (-97.74621468456864 30.282222307416554),4503,23218,1800 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113116.14749,10075875.2317
POINT (-97.74607258217422 30.2826125815369),4504,23219,1800 WEST AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113157.68809,10076018.175
POINT (-97.74605628546306 30.282657052873816),4505,23220,1800 WEST AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113162.45449,10076034.464
POINT (-97.74603903133335 30.282701091607052),4506,23221,1800 WEST AVE,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113167.52665,10076050.6027
POINT (-97.74585858814184 30.282700758240875),4507,23222,1800 WEST AVE,Ailanthus altissima,Tree of Heaven,28,38,Fair,ROW,,3113224.46945,10076051.8061
POINT (-97.74587459149419 30.282649741734676),4508,23223,1800 WEST AVE,Carya illinoinensis,Pecan,3,8,Good,ROW,,3113219.85102,10076033.1395
POINT (-97.74594800970812 30.28231124073658),4509,23225,1800 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3113199.5466,10075909.5246
POINT (-97.74593815317026 30.28232854896158),4510,23226,1800 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3113202.51051,10075915.8901
POINT (-97.74601016185316 30.282291215661488),4511,23227,1800 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3113180.1034,10075901.7874
POINT (-97.74595887673905 30.282290987818637),4512,23228,1800 WEST AVE,Sophora secundiflora,Texas Mountain Laurel,6,8,Good,ROW,,3113196.28874,10075902.081
POINT (-97.74597691108255 30.28247147734426),4513,23229,1800 WEST AVE,Carya illinoinensis,Pecan,21,53,Fair,ROW,,3113189.07123,10075967.573
POINT (-97.74599136027375 30.282437982697406),4514,23230,1800 WEST AVE,Carya illinoinensis,Pecan,18,53,Poor,ROW,,3113184.79499,10075955.2886
POINT (-97.74600263785644 30.28240392592292),4515,23231,1800 WEST AVE,Quercus fusiformis,Escarpment Live Oak,19,23,Good,ROW,,3113181.52433,10075942.8231
POINT (-97.74603353913787 30.282247043390605),4516,23232,1800 WEST AVE,Quercus fusiformis,Escarpment Live Oak,19,38,Good,ROW,,3113173.10013,10075885.5551
POINT (-97.7459921112696 30.282206246783808),4517,23233,1800 WEST AVE,Sophora secundiflora,Texas Mountain Laurel,5,8,Good,ROW,,3113186.51809,10075871.026
POINT (-97.74605801934852 30.282187749386143),4518,23234,1800 WEST AVE,Quercus fusiformis,Escarpment Live Oak,17,23,Good,ROW,,3113165.87672,10075863.8167
POINT (-97.7460224188268 30.282130589171633),4519,23235,1800 WEST AVE,Quercus fusiformis,Escarpment Live Oak,22,38,Good,ROW,,3113177.59422,10075843.2951
POINT (-97.74607720909731 30.2821354166088),4520,23236,1800 WEST AVE,Quercus fusiformis,Escarpment Live Oak,16,23,Fair,ROW,,3113160.26387,10075844.6481
POINT (-97.74611170292535 30.281991699569726),4521,23237,1800 WEST AVE,Sophora secundiflora,Texas Mountain Laurel,21,15,Good,ROW,,3113150.5946,10075792.1406
POINT (-97.74612384110142 30.28195419697539),4522,23238,1800 WEST AVE,Sophora secundiflora,Texas Mountain Laurel,8,8,Good,ROW,,3113147.08149,10075778.4159
POINT (-97.74613729728094 30.28190778419926),4523,23239,1800 WEST AVE,Quercus shumardii,Shumard Oak,23,38,Good,ROW,,3113143.22782,10075761.4419
POINT (-97.74626085107383 30.281703417664577),4524,23240,1700 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113105.96772,10075686.2291
POINT (-97.74623882008848 30.281645229370724),4525,23241,1700 WEST AVE,Carya illinoinensis,Pecan,19,38,Good,ROW,,3113113.41193,10075665.2341
POINT (-97.7462662673059 30.28158484835641),4526,23242,1700 WEST AVE,Cercis canadensis,Eastern Redbud,3,8,Good,ROW,,3113105.26136,10075643.0786
POINT (-97.74633686849464 30.281498251118254),4527,23243,1700 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Poor,ROW,,3113083.71481,10075611.0744
POINT (-97.74638651692362 30.281283083962222),4528,23244,1700 WEST AVE,Quercus virginiana,Southern Live Oak,22,38,Fair,ROW,,3113069.8674,10075532.4771
POINT (-97.74643783681832 30.281221977497594),4529,23245,1700 WEST AVE,Ulmus crassifolia,Cedar Elm,22,38,Fair,ROW,,3113054.18961,10075509.8827
POINT (-97.74642700252608 30.281244586222122),4530,23246,1700 WEST AVE,Ulmus crassifolia,Cedar Elm,18,38,Poor,ROW,,3113057.41729,10075518.1825
POINT (-97.7464005446869 30.281195859877716),4531,23247,1700 WEST AVE,Pinus eldarica,Afghan Pine,8,23,Good,ROW,,3113066.17843,10075500.6602
POINT (-97.7465108180403 30.281020441959953),4532,23248,1700 WEST AVE,Prosopis glandulosa,Honey Mesquite,16,23,Good,ROW,,3113032.86387,10075436.0705
POINT (-97.74652111717482 30.280994795071734),4533,23249,700 W 17TH ST,Prosopis glandulosa,Honey Mesquite,12,23,Fair,ROW,,3113029.83074,10075426.6699
POINT (-97.74657917864387 30.28081599601057),4534,23250,1600 WEST AVE,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3113013.02073,10075361.234
POINT (-97.74662568033297 30.28069366491567),4535,23251,1600 WEST AVE,Carya illinoinensis,Pecan,18,38,Good,ROW,,3112999.38099,10075316.4142
POINT (-97.74664733988621 30.280641249279483),4536,23252,1600 WEST AVE,Taxodium distichum,Bald Cypress,10,23,Fair,ROW,,3112992.98927,10075297.1974
POINT (-97.74667342074869 30.280587452067444),4537,23253,1600 WEST AVE,Taxodium distichum,Bald Cypress,14,38,Good,ROW,,3112985.21403,10075277.4458
POINT (-97.74671807875558 30.28045918873557),4538,23254,1600 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),20,23,Good,ROW,,3112972.20618,10075230.4826
POINT (-97.74673375583876 30.280421248606437),4539,23255,1600 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,23,Good,ROW,,3112967.57988,10075216.5729
POINT (-97.74674242153405 30.28039967528898),4540,23256,1600 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Good,ROW,,3112965.02772,10075208.6654
POINT (-97.74676680800185 30.28032541575746),4541,23257,1600 WEST AVE,Carya illinoinensis,Pecan,9,23,Fair,ROW,,3112957.96014,10075181.4863
POINT (-97.7468021537531 30.280237842305386),4542,23258,1600 WEST AVE,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112947.54678,10075149.386
POINT (-97.74687024228983 30.279937422244576),4543,23259,1500 WEST AVE,Stump,Stump,25,0,Stump,ROW,,3112928.60062,10075039.6562
POINT (-97.74689681597901 30.27988431079636),4544,23260,1500 WEST AVE,Quercus fusiformis,Escarpment Live Oak,46,53,Fair,ROW,,3112920.66396,10075020.1504
POINT (-97.74696159969295 30.27972048627952),4545,23261,1500 WEST AVE,Quercus fusiformis,Escarpment Live Oak,50,53,Fair,ROW,,3112901.6056,10074960.1098
POINT (-97.74704218078891 30.279493957447404),4546,23262,1500 WEST AVE,Ulmus parvifolia,Chinese Elm,10,23,Fair,ROW,,3112878.09219,10074877.1546
POINT (-97.74709765146945 30.279348497954167),4547,23263,1500 WEST AVE,Quercus fusiformis,Escarpment Live Oak,43,53,Good,ROW,,3112861.81729,10074823.8598
POINT (-97.7457294901273 30.28248723736983),4548,23264,1805 WEST AVE,Ulmus americana,American Elm,34,38,Poor,Private,,3113267.01333,10075975.1196
POINT (-97.74556272720544 30.28235164810031),4549,23265,707 W M L KING JR BLVD,Carya illinoinensis,Pecan,21,53,Good,Private,,3113320.78357,10075927.0449
POINT (-97.74568202024706 30.282296127517856),4550,23266,707 W M L KING JR BLVD,Carya illinoinensis,Pecan,24,53,Good,Private,,3113283.60943,10075905.9823
POINT (-97.74551353036557 30.2822940787372),4551,23267,707 W M L KING JR BLVD,Carya illinoinensis,Pecan,19,53,Fair,Private,,3113336.79502,10075906.4744
POINT (-97.74556059037626 30.282288171239763),4552,23268,707 W M L KING JR BLVD,Carya illinoinensis,Pecan,27,60,Fair,Private,,3113321.99485,10075903.981
POINT (-97.74557457428469 30.282257687379687),4553,23269,707 W M L KING JR BLVD,Carya illinoinensis,Pecan,20,53,Good,Private,,3113317.84,10075892.7946
POINT (-97.74567170101732 30.282071540190515),4554,23270,1803 WEST AVE,Carya illinoinensis,Pecan,23,53,Fair,Private,,3113288.76559,10075824.4001
POINT (-97.74581855864017 30.282083364693268),4555,23271,1803 WEST AVE,Carya illinoinensis,Pecan,30,60,Good,Private,,3113242.32342,10075827.6212
POINT (-97.74606705751644 30.281940382596897),4556,23272,1801 WEST AVE,Ulmus crassifolia,Cedar Elm,27,38,Fair,Private,,3113165.11688,10075773.81
POINT (-97.7457582736137 30.28195717946716),4557,23273,1801 WEST AVE,Carya illinoinensis,Pecan,43,60,Fair,Private,,3113262.41426,10075782.184
POINT (-97.74572369732942 30.281858679217542),4558,23274,1801 WEST AVE,Quercus virginiana,Southern Live Oak,21,23,Poor,Private,,3113274.15833,10075746.624
POINT (-97.74577070788483 30.28180306245948),4559,23275,1801 WEST AVE,Carya illinoinensis,Pecan,30,53,Poor,Private,,3113259.79419,10075726.0571
POINT (-97.74594366513537 30.28185166989857),4560,23276,1801 WEST AVE,Carya illinoinensis,Pecan,38,53,Critical,Private,,3113204.8048,10075742.4606
POINT (-97.74610748650385 30.281689462700985),4561,23277,700 W 18TH ST,Ulmus americana,American Elm,21,38,Good,ROW,,3113154.48141,10075682.2809
POINT (-97.74602602055712 30.281628454718252),4562,23278,1717 WEST AVE,Carya illinoinensis,Pecan,24,38,Fair,Private,,3113180.70478,10075660.697
POINT (-97.74619379159543 30.281474416656568),4563,23279,1717 WEST AVE,Carya illinoinensis,Pecan,19,53,Good,Private,,3113129.06577,10075603.4586
POINT (-97.74628768336487 30.281368476933803),4564,23280,1705 WEST AVE,Ulmus americana,American Elm,30,53,Good,Private,,3113100.33322,10075564.2507
POINT (-97.74614588152023 30.281165808746824),4565,23281,1703 WEST AVE,Ulmus americana,American Elm,22,38,Good,Private,,3113146.79441,10075491.6032
POINT (-97.74643180547349 30.28061091922402),4566,23282,1607 WEST AVE,Ulmus americana,American Elm,30,53,Poor,Private,,3113061.26046,10075287.7515
POINT (-97.74639128536467 30.28062045471471),4567,23283,1611 WEST AVE,Carya illinoinensis,Pecan,22,23,Fair,Private,,3113073.96647,10075291.516
POINT (-97.74653283988583 30.28046404354632),4568,23284,1607 WEST AVE,Carya illinoinensis,Pecan,28,53,Good,Private,,3113030.61978,10075233.6073
POINT (-97.74633354097163 30.280528077644984),4569,23285,1607 WEST AVE,Ulmus crassifolia,Cedar Elm,27,38,Good,Private,,3113092.96972,10075258.3523
POINT (-97.7469804616356 30.27942172643234),4570,23286,1503 WEST AVE,Carya illinoinensis,Pecan,23,53,Fair,Private,,3112898.17942,10074851.3449
POINT (-97.74730170284256 30.279624501206),4571,23287,1504 WEST AVE,Ulmus crassifolia,Cedar Elm,26,38,Poor,Private,,3112795.09203,10074922.7149
POINT (-97.74751294142573 30.27965980077415),4572,23288,1502 WEST AVE,Quercus fusiformis,Escarpment Live Oak,35,38,Fair,Private,,3112728.13383,10074933.9996
POINT (-97.74778012073665 30.279596457740535),4573,23289,1502 WEST AVE,Quercus fusiformis,Escarpment Live Oak,35,38,Good,Private,,3112644.35644,10074909.0085
POINT (-97.74782964908361 30.279512778647828),4574,23290,1502 WEST AVE,Quercus fusiformis,Escarpment Live Oak,30,38,Fair,Private,,3112629.43423,10074878.2202
POINT (-97.74795278207863 30.279559421684716),4575,23291,800 W 15 ST,Quercus fusiformis,Escarpment Live Oak,22,38,Fair,COA,,3112590.18332,10074894.276
POINT (-97.74766876038382 30.279716617915433),4576,23292,1502 WEST AVE,Quercus fusiformis,Escarpment Live Oak,28,23,Poor,Private,,3112678.48236,10074953.5147
POINT (-97.7477580472121 30.27983277943979),4577,23293,1504 WEST AVE,Quercus fusiformis,Escarpment Live Oak,32,38,Fair,Private,,3112649.32461,10074995.095
POINT (-97.74746933085243 30.279852564070136),4578,23294,1504 WEST AVE,Quercus fusiformis,Escarpment Live Oak,41,38,Poor,Private,,3112740.26635,10075004.4066
POINT (-97.74719639221162 30.279804481054022),4579,23295,1510 WEST AVE,Ulmus crassifolia,Cedar Elm,26,38,Fair,Private,,3112826.80293,10074988.9267
POINT (-97.74717215312687 30.27982839660357),4580,23296,1510 WEST AVE,Quercus fusiformis,Escarpment Live Oak,21,23,Good,Private,,3112834.24976,10074997.8
POINT (-97.74729372150165 30.279874031461762),4581,23297,1510 WEST AVE,Carya illinoinensis,Pecan,19,38,Good,Private,,3112795.50115,10075013.5005
POINT (-97.74715126815329 30.280031900610485),4582,23298,1510 WEST AVE,Carya illinoinensis,Pecan,35,53,Fair,Private,,3112839.11983,10075071.9455
POINT (-97.74719651969794 30.280724719113284),4583,23299,1608 WEST AVE,Carya illinoinensis,Pecan,38,53,Poor,Private,,3112818.98273,10075323.5162
POINT (-97.74711907955303 30.280606898653005),4584,23300,1600 WEST AVE,Ulmus americana,American Elm,28,38,Fair,Private,,3112844.41608,10075281.246
POINT (-97.74681287960591 30.28083578136692),4585,23301,1610 WEST AVE,Carya illinoinensis,Pecan,28,53,Good,Private,,3112939.10618,10075366.7127
POINT (-97.7469718548566 30.2808005421163),4586,23302,1610 WEST AVE,Carya illinoinensis,Pecan,31,38,Critical,Private,,3112889.23751,10075352.7334
POINT (-97.74712838065251 30.280982182380537),4587,23303,1610 WEST AVE,Quercus shumardii,Shumard Oak,20,38,Good,Private,,3112838.30815,10075417.6276
POINT (-97.74676476476206 30.28114535278039),4588,23304,1700 WEST AVE,Ulmus crassifolia,Cedar Elm,23,38,Poor,Private,,3112951.67177,10075479.6232
POINT (-97.74691594428322 30.281157867852528),4589,23305,1700 WEST AVE,Carya illinoinensis,Pecan,33,53,Good,Private,,3112903.85953,10075483.0641
POINT (-97.74692797457104 30.281325102443486),4590,23306,1700 WEST AVE,Carya illinoinensis,Pecan,23,53,Good,Private,,3112898.64924,10075543.7809
POINT (-97.74704103436214 30.2818274852331),4591,23307,1802 WEST AVE,Ulmus crassifolia,Cedar Elm,27,38,Fair,Private,,3112858.72445,10075725.6132
POINT (-97.74639363151117 30.28193692790046),4592,23308,1802 WEST AVE,Ulmus crassifolia,Cedar Elm,23,23,Poor,Private,,3113062.09281,10075770.1567
POINT (-97.74845536112251 30.26985188988277),4593,23309,600 NUECES ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3112513.61655,10071361.014
POINT (-97.748425704479 30.269929427063403),4594,23310,600 NUECES ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3112522.32092,10071389.4234
POINT (-97.74837723301953 30.270050671218705),4595,23311,600 NUECES ST,Taxodium distichum,Bald Cypress,13,23,Good,ROW,,3112536.59386,10071433.8623
POINT (-97.74814113250365 30.27072232850166),4596,23312,700 NUECES ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112605.43034,10071679.8031
POINT (-97.74810700339525 30.270806532114893),4597,23313,700 NUECES ST,Pyrus calleryana 'Bradford',Bradford Pear,12,23,Fair,ROW,,3112615.4897,10071710.6691
POINT (-97.74811796246226 30.27078328154184),4598,23314,700 NUECES ST,Pyrus calleryana 'Bradford',Bradford Pear,9,23,Fair,ROW,,3112612.22757,10071702.135
POINT (-97.74809683823236 30.270825175112385),4599,23315,700 NUECES ST,Pyrus calleryana 'Bradford',Bradford Pear,11,23,Fair,ROW,,3112618.54022,10071717.5221
POINT (-97.74807225944663 30.270897932113474),4600,23316,700 NUECES ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112625.68227,10071744.1563
POINT (-97.74804754709812 30.270963175334323),4601,23317,700 NUECES ST,Ligustrum japonicum,Japanese Privet,10,8,Poor,ROW,,3112632.92995,10071768.0594
POINT (-97.74803904952867 30.27097886251961),4602,23318,700 NUECES ST,Ligustrum japonicum,Japanese Privet,13,8,Fair,ROW,,3112635.47916,10071773.8255
POINT (-97.74803338493983 30.270995592218952),4603,23319,700 NUECES ST,Ligustrum japonicum,Japanese Privet,8,8,Poor,ROW,,3112637.12548,10071779.9498
POINT (-97.74797408551412 30.271150173118826),4604,23320,700 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112654.53359,10071836.5892
POINT (-97.74794721905303 30.271212387919107),4605,23321,700 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112662.48665,10071859.407
POINT (-97.74793342677265 30.271258046885457),4606,23322,700 NUECES ST,Ligustrum japonicum,Japanese Privet,6,8,Poor,ROW,,3112666.45351,10071876.1094
POINT (-97.74792117082495 30.271300178920804),4607,23323,700 NUECES ST,Ligustrum japonicum,Japanese Privet,11,8,Poor,ROW,,3112669.96531,10071891.5182
POINT (-97.74775186972954 30.271730522424292),4608,23324,800 NUECES ST,Ulmus americana,American Elm,27,38,Fair,ROW,,3112719.75819,10072049.2295
POINT (-97.74767675723038 30.271924116255057),4609,23326,800 NUECES ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112741.82672,10072120.1696
POINT (-97.74762047516452 30.272081236640133),4610,23327,800 NUECES ST,Quercus virginiana,Southern Live Oak,34,38,Fair,ROW,,3112758.26074,10072177.7102
POINT (-97.74762127286145 30.272136959635834),4611,23328,800 NUECES ST,Quercus virginiana,Southern Live Oak,23,38,Good,ROW,,3112757.53797,10072197.9647
POINT (-97.74756027313295 30.27224373345386),4612,23329,800 NUECES ST,Quercus virginiana,Southern Live Oak,25,23,Fair,ROW,,3112775.88636,10072237.2344
POINT (-97.7475294585521 30.272305219728125),4613,23330,800 NUECES ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,8,Poor,ROW,,3112785.0914,10072259.8163
POINT (-97.74752253390557 30.272278438382667),4614,23331,800 NUECES ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,8,Poor,ROW,,3112787.50314,10072250.1297
POINT (-97.74754068147114 30.272287344349376),4615,23332,800 NUECES ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Poor,ROW,,3112781.70065,10072253.2346
POINT (-97.74748561211854 30.272349845357844),4616,23333,800 NUECES ST,Quercus fusiformis,Escarpment Live Oak,34,38,Poor,ROW,,3112798.55167,10072276.3635
POINT (-97.7472522915662 30.273027770061848),4617,23334,900 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112866.45409,10072524.5632
POINT (-97.74721102538456 30.273126747841395),4618,23335,900 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112878.64042,10072560.8535
POINT (-97.74717937028295 30.27321400237082),4619,23336,900 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112887.8927,10072592.8107
POINT (-97.74716095648569 30.273274712887062),4620,23337,900 NUECES ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112893.19059,10072615.0197
POINT (-97.7470203191839 30.273734333071022),4621,23338,1000 NUECES ST,Carya illinoinensis,Pecan,19,38,Fair,ROW,,3112933.68788,10072783.1657
